x,y,z,class
"[-9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.5320638, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.5320638, -9.4928372]","[0.2353596, 0.2353596, 0.2353596, 0.2745862, 0.2353596, 0.2745862, 0.2353596, 0.2353596, 0.2353596, 0.196133, 0.2353596, 0.3138128, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.2353596]","[2.2359162, 2.3143694, 2.3143694, 2.1966896, 2.3143694, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.1966896, 2.1966896, 2.2359162, 2.3143694, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.157463, 2.2359162]",2
"[-9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.4536106, -9.414384, -9.5320638, -9.4536106, -9.4536106, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.4536106]","[0.2353596, 0.1569064, 0.1569064, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.1569064, 0.2745862, 0.2353596]","[2.2751428, 2.3143694, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2359162]",2
"[-9.5320638, -9.4928372, -9.4536106, -9.4928372, -9.4536106, -9.4536106, -9.4928372, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.5320638, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638]","[0.196133, 0.196133, 0.196133, 0.1176798, 0.1569064, 0.1176798, 0.196133, 0.196133, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.196133, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.196133, 0.196133]","[2.2359162, 2.3143694, 2.2359162, 2.2359162, 2.2359162, 2.2359162, 2.1966896, 2.2359162, 2.2359162, 2.1966896, 2.1966896, 2.2359162, 2.2359162, 2.2751428, 2.2751428, 2.2359162, 2.2751428, 2.1966896, 2.2751428, 2.1966896]",2
"[-9.4928372, -9.5320638, -9.5320638, -9.5320638, -9.5320638, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.5712904, -9.4928372, -9.4928372, -9.4536106, -9.4536106, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372]","[0.2745862, 0.2353596, 0.3138128, 0.2353596, 0.196133, 0.1569064, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.1176798, 0.1176798, 0.1569064, 0.1569064, 0.196133, 0.196133, 0.1569064, 0.1569064, 0.196133, 0.2353596]","[2.1966896, 2.2359162, 2.2751428, 2.1966896, 2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.353596, 2.353596, 2.2751428, 2.2359162, 2.2751428, 2.2751428, 2.2359162, 2.1966896, 2.2751428, 2.2751428, 2.1966896, 2.3143694]",2
"[-9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.5320638]","[0.196133, 0.196133, 0.196133, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1569064, 0.2353596, 0.196133, 0.196133, 0.2745862, 0.196133, 0.196133, 0.2353596]","[2.2359162, 2.2751428, 2.157463, 2.1966896, 2.2751428, 2.1966896, 2.1966896, 2.2751428, 2.2359162, 2.2751428, 2.2751428, 2.2751428, 2.2359162, 2.1966896, 2.2359162, 2.1966896, 2.2359162, 2.3143694, 2.2359162, 2.2359162]",2
"[-9.5320638, -9.5320638, -9.4928372, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.414384, -9.4536106, -9.414384, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4536106, -9.5320638, -9.4928372, -9.4536106, -9.5320638, -9.4928372]","[0.196133, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1176798, 0.1569064, 0.1569064, 0.196133, 0.2353596, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.2353596, 0.196133]","[2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.3143694, 2.3143694, 2.1966896, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.1966896, 2.1966896, 2.1966896, 2.2359162, 2.3143694, 2.2751428, 2.2751428]",2
"[-9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.5320638, -9.5320638, -9.4536106, -9.4536106, -9.4536106, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.5320638]","[0.196133, 0.2353596, 0.196133, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1569064, 0.1176798, 0.196133, 0.2353596, 0.1569064, 0.1569064, 0.1569064, 0.196133, 0.196133, 0.196133, 0.2353596, 0.2353596]","[2.3143694, 2.2751428, 2.3143694, 2.1966896, 2.1966896, 2.3143694, 2.2751428, 2.3143694, 2.3143694, 2.2751428, 2.2359162, 2.2359162, 2.2359162, 2.1966896, 2.1966896, 2.2751428, 2.2359162, 2.2359162, 2.3143694, 2.2751428]",2
"[-9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4536106, -9.4928372, -9.4928372]","[0.1569064, 0.2353596, 0.196133, 0.196133, 0.196133, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.196133, 0.196133, 0.1569064, 0.1569064, 0.196133, 0.1569064, 0.196133, 0.1569064, 0.196133, 0.196133, 0.1569064]","[2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.2359162, 2.1966896, 2.2751428, 2.2359162, 2.2751428, 2.2751428, 2.2751428, 2.2359162, 2.1966896, 2.2359162, 2.1966896, 2.2359162, 2.3143694, 2.2751428, 2.2751428, 2.2359162]",2
"[-9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.2967042, -10.0420096, -9.5712904, -9.4928372, -9.3751574, -9.4928372, -9.2967042, -9.5320638, -9.5320638, -9.5712904, -9.4536106, -9.4536106, -9.5320638, -9.610517]","[0.196133, 0.196133, 0.196133, 0.2353596, 0.1569064, 0.392266, 0.1176798, 0.6276256, 0.4707192, 0.196133, 0.1569064, 0.196133, 0.196133, 0.1176798, 0.1569064, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.2353596]","[2.157463, 2.2359162, 2.2359162, 2.1966896, 2.3143694, 2.2359162, 2.3143694, 2.157463, 2.0790098, 2.157463, 2.2751428, 2.2751428, 2.2751428, 2.157463, 2.3143694, 2.1966896, 2.1966896, 2.1966896, 2.157463, 2.2751428]",2
"[-9.4536106, -9.4536106, -9.5712904, -9.4536106, -9.5320638, -9.4928372, -9.4536106, -9.9243298, -9.4928372, -9.3751574, -8.9828914, -9.610517, -9.610517, -9.610517, -9.5712904, -9.414384, -9.5320638, -9.610517, -9.4928372, -9.414384]","[0.196133, 0.2353596, 0.2353596, 0.196133, 0.1569064, 0.196133, 0.2353596, 0.196133, 0.0, 0.0, 0.1176798, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.2353596, 0.2353596]","[2.2359162, 2.157463, 2.2751428, 2.2751428, 2.2751428, 2.2359162, 2.1966896, 2.745862, 2.3928226, 2.1966896, 2.2751428, 2.2751428, 2.3143694, 2.1966896, 2.2359162, 2.2359162, 2.157463, 2.1966896, 2.157463, 2.2359162]",2
"[-9.4536106, -9.5320638, -9.4928372, -9.5320638, -9.4536106, -9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372]","[0.1569064, 0.196133, 0.1569064, 0.2353596, 0.196133, 0.2353596, 0.1569064, 0.2353596, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.1569064, 0.1569064, 0.196133]","[2.2359162, 2.2359162, 2.2359162, 2.2751428, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.3143694, 2.2359162, 2.2751428, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.1966896, 2.2751428, 2.2359162, 2.1966896]",2
"[-9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.5320638, -9.4928372]","[0.196133, 0.2353596, 0.196133, 0.2353596, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1569064, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.1569064, 0.2353596, 0.196133, 0.1569064, 0.196133, 0.196133]","[2.2751428, 2.2751428, 2.2359162, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.3143694, 2.2751428, 2.2359162, 2.3143694, 2.2359162, 2.2751428, 2.2751428, 2.2751428, 2.1966896, 2.2359162, 2.2751428, 2.2751428, 2.2751428]",2
"[-9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4536106, -9.4928372]","[0.2353596, 0.196133, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.1569064, 0.2353596, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.1569064, 0.1569064, 0.2353596, 0.196133, 0.2353596, 0.196133]","[2.2359162, 2.2359162, 2.2751428, 2.3143694, 2.2751428, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.1966896, 2.2359162, 2.2359162, 2.2751428, 2.1966896, 2.2359162, 2.1966896, 2.2751428, 2.3143694]",2
"[-9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4536106, -9.4536106, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.5320638, -9.5712904, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4536106]","[0.196133, 0.2353596, 0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.196133, 0.1569064, 0.196133, 0.196133, 0.196133, 0.196133, 0.2745862, 0.2353596, 0.196133, 0.196133, 0.1176798, 0.2353596, 0.2353596]","[2.1966896, 2.1966896, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.1966896, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.1966896, 2.2359162, 2.2751428, 2.2359162, 2.2359162]",2
"[-9.5320638, -9.5320638, -9.4536106, -9.414384, -9.4928372, -9.5320638, -9.5320638, -9.5320638, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372]","[0.196133, 0.196133, 0.1569064, 0.1569064, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.196133, 0.1176798, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.196133, 0.2745862]","[2.3143694, 2.2359162, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2359162, 2.1966896, 2.2359162, 2.2359162, 2.2751428, 2.2751428, 2.3143694, 2.1966896, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.2359162]",2
"[-9.4928372, -9.5712904, -9.5712904, -9.4536106, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.5320638, -9.4928372, -9.4928372, -9.4536106, -9.4928372]","[0.196133, 0.2745862, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.196133, 0.1569064]","[2.1966896, 2.1966896, 2.2751428, 2.2359162, 2.3143694, 2.1966896, 2.2359162, 2.2751428, 2.2751428, 2.1966896, 2.2359162, 2.2751428, 2.2359162, 2.1966896, 2.2359162, 2.2359162, 2.2359162, 2.3143694, 2.2751428, 2.2751428]",2
"[-9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.4536106, -9.4928372, -9.4536106, -9.4928372, -9.4536106]","[0.1569064, 0.196133, 0.1569064, 0.196133, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.1569064, 0.2353596, 0.196133, 0.2353596, 0.1569064, 0.1569064, 0.1569064, 0.1176798, 0.1569064, 0.196133]","[2.2751428, 2.2751428, 2.3143694, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.1966896, 2.2751428, 2.2751428, 2.3143694, 2.1966896, 2.2359162, 2.2359162, 2.1966896, 2.2359162, 2.2359162, 2.3143694, 2.2359162, 2.2751428]",2
"[-9.4536106, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.5320638, -9.5320638, -9.414384, -9.4536106, -9.5320638, -9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.5320638]","[0.2353596, 0.1176798, 0.196133, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.2745862, 0.2353596, 0.2353596, 0.196133, 0.1569064, 0.1176798]","[2.2359162, 2.3143694, 2.3143694, 2.2359162, 2.1966896, 2.2359162, 2.2359162, 2.2751428, 2.1966896, 2.2359162, 2.157463, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.1966896, 2.2359162, 2.3143694, 2.3143694, 2.2751428]",2
"[-9.414384, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.414384, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.4928372]","[0.1176798, 0.196133, 0.1569064, 0.1176798, 0.196133, 0.1569064, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.1569064, 0.2745862, 0.2353596, 0.2353596, 0.196133, 0.196133, 0.2353596]","[2.3143694, 2.2751428, 2.3143694, 2.2751428, 2.2751428, 2.2751428, 2.2359162, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2751428, 2.2751428, 2.2359162, 2.3143694, 2.3143694, 2.2751428, 2.2359162, 2.1966896]",2
"[-9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4536106, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4536106, -9.4928372, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.4928372]","[0.2353596, 0.196133, 0.196133, 0.196133, 0.1569064, 0.2353596, 0.196133, 0.196133, 0.196133, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.2353596, 0.196133, 0.196133]","[2.2359162, 2.2359162, 2.2359162, 2.2751428, 2.1966896, 2.2359162, 2.2751428, 2.2359162, 2.353596, 2.2359162, 2.3143694, 2.2751428, 2.1966896, 2.1966896, 2.2751428, 2.2751428, 2.1966896, 2.2751428, 2.2359162, 2.3143694]",2
"[-9.4928372, -9.4536106, -9.4536106, -9.4536106, -9.4536106, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.4928372, -9.4536106, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.5712904, -9.4928372]","[0.196133, 0.2353596, 0.1569064, 0.1569064, 0.1569064, 0.2353596, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.2353596, 0.1569064, 0.2353596, 0.196133, 0.1569064, 0.2353596]","[2.2359162, 2.1966896, 2.1966896, 2.1966896, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.3143694, 2.2751428, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.2359162, 2.1966896, 2.2751428]",2
"[-9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.5712904, -9.4928372, -9.4928372, -9.4928372, -9.5320638, -9.4536106, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.4536106, -9.5320638, -9.5320638, -9.5320638]","[0.196133, 0.196133, 0.196133, 0.2353596, 0.196133, 0.196133, 0.196133, 0.196133, 0.2353596, 0.1569064, 0.196133, 0.196133, 0.196133, 0.1569064, 0.196133, 0.1569064, 0.196133, 0.1569064, 0.1569064, 0.196133]","[2.2751428, 2.2359162, 2.2751428, 2.1966896, 2.1966896, 2.2751428, 2.2359162, 2.2359162, 2.1966896, 2.2359162, 2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.2359162, 2.2751428, 2.2751428, 2.2751428, 2.2751428, 2.3143694]",2
"[-9.4536106, -9.4536106, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.4928372, -9.5320638, -9.5320638, -9.4928372, -9.4928372, -9.5320638, -9.4536106, -9.4928372, -9.4928372, -9.5320638, -9.4928372, -9.4928372, -9.4928372, -9.4928372]","[0.1569064, 0.196133, 0.196133, 0.2353596, 0.196133, 0.1569064, 0.1569064, 0.196133, 0.196133, 0.2353596, 0.196133, 0.196133, 0.2353596, 0.2353596, 0.196133, 0.2353596, 0.196133, 0.196133, 0.196133, 0.196133]","[2.2359162, 2.1966896, 2.1966896, 2.2751428, 2.2751428, 2.2359162, 2.3143694, 2.2751428, 2.2359162, 2.2359162, 2.2359162, 2.2751428, 2.2359162, 2.1966896, 2.2751428, 2.2359162, 2.2359162, 2.1966896, 2.1966896, 2.1966896]",2
